0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.788475	0.325986	0.45763	0.445368	0.34785	0.62259
2	0.964193	0.385793	0.578169	0.547861	0.449764	0.771239
3	0.967085	0.367978	0.580482	0.549017	0.449764	0.773784
4	0.96535	0.372027	0.57921	0.572153	0.460638	0.772048
5	0.964656	0.385908	0.578747	0.577475	0.463414	0.771586
6	0.964424	0.385793	0.578631	0.560585	0.451499	0.766843
7	0.964424	0.385793	0.578631	0.559544	0.452193	0.763372
8	0.964424	0.385793	0.578631	0.558503	0.452193	0.762678
9	0.964309	0.385793	0.578516	0.558966	0.452424	0.762331
10	0.96454	0.385908	0.578631	0.557809	0.453003	0.762678
11	0.964424	0.385793	0.578747	0.557462	0.45335	0.762331
12	0.964424	0.385793	0.578516	0.558156	0.452656	0.762678
13	0.964309	0.385793	0.578631	0.556884	0.453466	0.7621
14	0.96454	0.385793	0.578631	0.557231	0.453581	0.762678
15	0.964424	0.385908	0.578631	0.556884	0.453466	0.7621
16	0.964424	0.385793	0.578516	0.556305	0.453466	0.762215
17	0.964424	0.385793	0.578631	0.552488	0.454622	0.759092
18	0.964424	0.385908	0.578631	0.5393	0.452309	0.764529
19	0.964193	0.385793	0.5784	0.541151	0.451846	0.769619
20	0.964309	0.385793	0.578516	0.540688	0.451499	0.770197
21	0.964309	0.385793	0.5784	0.539994	0.451846	0.770313
22	0.964309	0.385793	0.578516	0.540226	0.451152	0.77066
23	0.964309	0.385908	0.578516	0.539879	0.452077	0.770429
24	0.964193	0.385793	0.5784	0.540573	0.451036	0.770429
25	0.964309	0.385793	0.578516	0.539763	0.450689	0.770313
26	0.964424	0.385793	0.578516	0.534904	0.452077	0.767074
27	0.964193	0.385908	0.5784	0.542076	0.454969	0.771354
28	0.964309	0.385793	0.578516	0.537912	0.456011	0.77147
29	0.964309	0.385793	0.5784	0.535136	0.459944	0.771354
30	0.964193	0.385793	0.5784	0.53664	0.460291	0.771354
31	0.964193	0.385908	0.5784	0.53664	0.459712	0.770082
32	0.964309	0.385793	0.5784	0.536061	0.459597	0.769388
33	0.964193	0.385793	0.5784	0.535136	0.458556	0.769503
34	0.964193	0.385793	0.5784	0.535251	0.458208	0.769619
35	0.964193	0.385793	0.5784	0.535251	0.45763	0.769619
36	0.964193	0.385908	0.5784	0.534673	0.457399	0.769619
37	0.964193	0.385793	0.5784	0.534326	0.457283	0.769735
38	0.96454	0.385908	0.578631	0.532359	0.447103	0.760018
39	0.964193	0.385677	0.5784	0.539185	0.449417	0.764992
40	0.964077	0.385793	0.5784	0.539879	0.449417	0.766843
41	0.964077	0.385677	0.5784	0.539069	0.448491	0.767074
42	0.964193	0.385793	0.5784	0.539185	0.448491	0.766958
43	0.964309	0.385793	0.5784	0.539532	0.446988	0.76719
44	0.964424	0.385908	0.578516	0.538722	0.447913	0.766727
45	0.964309	0.385908	0.5784	0.538606	0.446756	0.76719
46	0.964309	0.385793	0.578516	0.538722	0.44664	0.76719
47	0.964424	0.385908	0.578631	0.54439	0.442245	0.760018
48	0.964193	0.385677	0.578516	0.543002	0.444211	0.759786
49	0.964193	0.385677	0.5784	0.542539	0.446062	0.762678
50	0.964077	0.385677	0.578516	0.542771	0.445368	0.763719
51	0.964077	0.385561	0.5784	0.542423	0.445599	0.764182
52	0.964193	0.385677	0.578516	0.542308	0.445137	0.764529
53	0.964193	0.385793	0.578516	0.54358	0.444674	0.765802
54	0.964077	0.385677	0.5784	0.541961	0.444674	0.765686
55	0.964656	0.385793	0.578747	0.53583	0.432759	0.752961
56	0.964077	0.385793	0.5784	0.534326	0.430677	0.757704
57	0.964193	0.385677	0.5784	0.536061	0.432875	0.76291
58	0.964077	0.385793	0.5784	0.535483	0.433684	0.76291
59	0.964193	0.385793	0.5784	0.535714	0.433453	0.762563
60	0.964193	0.385677	0.5784	0.534557	0.434378	0.762215
61	0.964077	0.385677	0.5784	0.535367	0.434263	0.762215
62	0.964193	0.385793	0.5784	0.539416	0.436461	0.763604
63	0.964193	0.385793	0.578516	0.549827	0.438427	0.763719
64	0.964193	0.385793	0.5784	0.549249	0.438312	0.768347
65	0.964193	0.385677	0.5784	0.547745	0.43889	0.769503
66	0.964193	0.385793	0.5784	0.548323	0.439237	0.769966
67	0.964077	0.385677	0.5784	0.548786	0.439584	0.769966
68	0.964077	0.385793	0.5784	0.54867	0.440278	0.76985
69	0.964424	0.385793	0.578516	0.546704	0.436229	0.768694
