0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0598066	0.0254496	0.034357	0.0337786	0.0264907	0.0481229
2	0.262478	0.114639	0.147145	0.140436	0.109549	0.205101
3	0.852909	0.348775	0.494416	0.4729	0.378968	0.67372
4	0.966275	0.386603	0.577937	0.551331	0.450227	0.773089
5	0.967548	0.38695	0.57759	0.556652	0.448491	0.766611
6	0.966738	0.386718	0.57493	0.545663	0.443864	0.758861
7	0.965812	0.386256	0.579672	0.552719	0.453466	0.759902
8	0.965812	0.386371	0.579441	0.553876	0.451962	0.760827
9	0.965581	0.386024	0.579441	0.551909	0.451962	0.761521
10	0.965812	0.386256	0.579557	0.552025	0.452656	0.762794
11	0.965928	0.386256	0.579672	0.551794	0.451962	0.763257
12	0.965812	0.386371	0.579557	0.551794	0.451846	0.763835
13	0.965697	0.386256	0.579441	0.55029	0.451499	0.764529
14	0.965697	0.38614	0.579441	0.550868	0.45173	0.764529
15	0.965812	0.38614	0.579557	0.551562	0.451499	0.765108
16	0.965812	0.386371	0.579672	0.549943	0.451499	0.765802
17	0.965928	0.386256	0.579557	0.550752	0.451268	0.765917
18	0.965697	0.386256	0.579441	0.550405	0.450574	0.765802
19	0.965697	0.38614	0.579441	0.549711	0.451962	0.766843
20	0.965697	0.386256	0.579672	0.549827	0.450458	0.766264
21	0.965928	0.386256	0.579557	0.55029	0.451846	0.766843
22	0.965928	0.386256	0.579672	0.549364	0.450689	0.767421
23	0.965697	0.386371	0.579441	0.548902	0.450111	0.767999
24	0.965581	0.38614	0.579441	0.548439	0.451383	0.767074
25	0.965812	0.38614	0.579557	0.54948	0.451036	0.767653
26	0.965928	0.386371	0.579672	0.549711	0.451152	0.768231
27	0.965812	0.386256	0.579557	0.548902	0.450342	0.768231
28	0.965812	0.386256	0.579441	0.548555	0.450342	0.768462
29	0.965812	0.386256	0.579441	0.547745	0.450342	0.769272
30	0.96535	0.377232	0.579441	0.530161	0.457167	0.750763
31	0.964424	0.385677	0.578747	0.537218	0.463761	0.763719
32	0.964424	0.385677	0.578747	0.536524	0.466075	0.764529
33	0.964424	0.385561	0.578863	0.537565	0.46434	0.765455
34	0.964424	0.385677	0.578747	0.535598	0.465612	0.765686
35	0.964424	0.385677	0.578747	0.535598	0.464802	0.766264
