0	-nan
1	74.9028
2	94.8692
3	64.8733
4	87.2227
5	96.9051
6	98.1313
7	97.1712
8	96.9283
9	96.8704
10	96.9167
11	96.8589
12	96.7663
13	93.5388
14	78.431
15	95.0658
16	96.535
17	96.6391
18	96.8357
19	96.9514
20	96.9977
21	96.9514
22	97.044
23	96.7663
24	96.8936
25	96.8242
26	85.2215
27	85.0017
28	96.0954
29	96.72
30	96.801
31	96.9861
32	96.9398
33	97.1249
34	97.0092
35	97.0787
36	96.8936
37	96.8126
38	79.6225
39	85.3603
40	97.0324
41	97.2175
42	97.229
43	97.044
44	97.044
45	97.0324
46	96.9977
47	96.963
48	75.5853
49	93.3191
50	97.0324
51	97.229
52	97.229
53	97.2059
54	97.044
55	96.9861
56	97.0787
57	83.9721
58	85.4297
59	97.1481
60	97.5645
61	97.2637
62	97.229
63	97.229
64	96.963
65	96.8936
66	82.7922
67	92.0234
68	97.0671
69	97.1249
70	97.0555
71	96.8936
72	96.7548
73	96.7316
74	90.67
75	76.21
76	94.152
77	95.8524
78	96.2111
79	96.5697
80	96.7779
81	96.7432
82	96.801
83	96.7548
84	96.6275
85	96.6159
86	96.6506
87	96.6506
88	96.6159
89	89.8834
90	79.7498
91	95.5632
92	97.2406
93	97.2175
94	97.2753
95	97.2175
96	97.0671
97	97.0208
98	97.044
99	96.8357
100	96.8589
101	84.0531
102	78.8938
103	95.7021
104	96.7548
105	96.9977
106	96.9398
107	97.0208
108	97.0208
109	96.9977
110	97.0092
111	96.9745
112	96.882
113	96.8473
114	96.8357
115	92.5903
116	76.985
117	95.1005
118	96.6738
119	96.963
120	96.9861
121	97.1018
122	97.0787
123	96.9051
124	97.0671
125	96.9745
126	97.0092
127	96.9167
128	93.2034
129	75.2498
130	96.3152
131	97.7959
132	97.8537
133	97.5876
134	97.391
135	97.2522
136	97.0787
137	74.093
138	89.4206
139	97.1249
140	97.4026
141	97.3679
142	97.1943
143	97.1018
144	96.9283
145	96.9398
146	96.7316
147	87.6739
148	87.1417
149	96.3499
150	97.0324
151	96.9977
152	97.044
153	96.963
154	96.9283
155	96.7663
156	95.3319
157	71.6059
158	94.6262
159	96.0375
160	96.2573
161	96.4424
162	96.6275
163	96.6622
164	96.6969
165	96.7432
166	96.8473
167	96.7316
168	96.6622
169	96.6969
170	96.7432
171	90.1379
172	76.7768
173	96.3383
174	97.0092
175	97.1712
176	96.9977
177	96.9398
178	96.963
179	96.9051
180	96.8473
181	96.1069
182	74.4979
183	94.7188
184	96.9514
185	97.3332
186	97.1943
187	97.1365
188	97.1018
189	96.9745
190	96.9977
191	96.9514
192	96.8357
193	74.6483
194	88.4721
195	97.0555
196	97.31
197	97.1943
198	97.1249
199	97.0787
200	97.0324
201	96.9398
202	96.9283
203	96.9398
204	96.9167
205	79.0788
206	90.6237
207	96.1416
208	97.0324
209	96.8704
210	96.8704
211	96.8242
212	96.9398
213	96.7895
214	96.9398
215	96.7548
216	96.6853
217	94.7535
218	69.0378
219	95.598
220	97.0902
221	97.2637
222	96.9977
223	97.0208
224	97.0092
225	96.8704
226	96.801
227	85.7073
228	89.5942
229	95.7136
230	96.1995
231	96.4656
232	96.5812
233	96.6391
234	96.72
235	96.6738
236	96.6738
237	96.72
238	96.6506
239	83.8796
240	85.9387
241	96.5003
242	97.6339
243	97.7727
244	97.6571
245	97.5067
246	97.4257
247	97.2637
248	95.436
249	75.0763
